depth,gc,acc,gcrank
85.4,0.49,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
84.47,0.49,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
80.98,0.47,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
85.85,0.47,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
97.43,0.47,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
58.72,0.47,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
107.38,0.46,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
85.82,0.45,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
86.08,0.45,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
93.1,0.45,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
80.73,0.45,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
99.07,0.44,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
76.56,0.43,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
111.5,0.43,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
91.0,0.43,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
93.47,0.43,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
82.94,0.42,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
89.08,0.42,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
69.46,0.41,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
89.53,0.41,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
104.8,0.41,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
90.75,0.4,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
90.52,0.4,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
99.84,0.4,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
108.77,0.39,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
84.23,0.39,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
93.95,0.39,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
107.25,0.38,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
111.51,0.36,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
102.24,0.36,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
86.49,0.36,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
94.09,0.35,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
114.88,0.34,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
97.22,0.34,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
83.83,0.34,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
113.81,0.34,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
83.95,0.34,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
85.05,0.33,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
82.26,0.33,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
124.18,0.33,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
85.92,0.28,SRR2037085_NODE_5079_length_2896_cov_38.301302,bot90
209.38,0.64,SRR2037083_NODE_1490_length_2690_cov_40.173435,top10
69.72,0.63,SRR2037083_NODE_1490_length_2690_cov_40.173435,top10
66.4,0.55,SRR2037083_NODE_1490_length_2690_cov_40.173435,top10
45.94,0.48,SRR2037083_NODE_1490_length_2690_cov_40.173435,top10
113.8,0.48,SRR2037083_NODE_1490_length_2690_cov_40.173435,top10
46.07,0.47,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
56.28,0.46,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
105.95,0.46,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
345.57,0.45,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
55.26,0.45,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
72.41,0.44,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
63.76,0.44,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
48.45,0.43,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
94.03,0.43,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
64.62,0.43,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
59.35,0.42,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
145.21,0.42,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
82.28,0.41,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
18.69,0.4,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
49.91,0.4,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
69.2,0.4,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
51.63,0.39,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
72.85,0.38,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
90.65,0.38,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
109.27,0.38,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
74.83,0.38,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
93.49,0.38,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
54.41,0.37,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
72.33,0.37,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
117.7,0.36,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
68.57,0.36,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
48.08,0.36,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
63.85,0.35,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
55.68,0.35,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
243.92,0.35,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
74.95,0.34,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
70.59,0.34,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
89.83,0.34,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
56.68,0.34,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
65.85,0.34,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
36.13,0.33,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
60.87,0.33,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
67.79,0.33,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
106.94,0.33,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
86.23,0.33,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
118.22,0.32,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
71.38,0.31,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
68.15,0.31,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
70.05,0.3,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
74.3,0.3,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
114.76,0.29,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
57.46,0.28,SRR2037083_NODE_1490_length_2690_cov_40.173435,bot90
96.02,0.64,SRR2037083_NODE_1326_length_2925_cov_44.226132,top10
105.11,0.61,SRR2037083_NODE_1326_length_2925_cov_44.226132,top10
123.3,0.56,SRR2037083_NODE_1326_length_2925_cov_44.226132,top10
160.71,0.53,SRR2037083_NODE_1326_length_2925_cov_44.226132,top10
218.9,0.5,SRR2037083_NODE_1326_length_2925_cov_44.226132,top10
145.52,0.5,SRR2037083_NODE_1326_length_2925_cov_44.226132,top10
104.43,0.48,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
236.25,0.47,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
162.65,0.46,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
149.62,0.45,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
17.19,0.43,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
94.06,0.43,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
147.85,0.43,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
92.83,0.43,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
68.03,0.43,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
78.18,0.42,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
73.41,0.42,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
93.0,0.4,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
105.09,0.4,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
95.35,0.4,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
106.64,0.4,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
101.75,0.39,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
97.42,0.39,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
84.76,0.38,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
158.6,0.38,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
20.01,0.38,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
139.8,0.37,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
37.14,0.37,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
180.18,0.37,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
112.17,0.37,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
98.94,0.36,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
92.81,0.36,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
64.96,0.36,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
145.8,0.36,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
100.06,0.36,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
132.37,0.36,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
113.34,0.36,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
95.3,0.35,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
79.34,0.35,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
113.13,0.35,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
81.04,0.34,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
114.93,0.34,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
91.02,0.34,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
78.67,0.33,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
77.11,0.33,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
133.76,0.33,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
39.48,0.33,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
82.75,0.32,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
91.45,0.32,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
105.79,0.32,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
94.54,0.31,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
74.25,0.3,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
79.88,0.3,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
90.14,0.29,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
80.33,0.29,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
71.69,0.28,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
72.39,0.24,SRR2037083_NODE_1326_length_2925_cov_44.226132,bot90
857.21,0.62,SRR6316217_NODE_9_length_2878_cov_100.842366,top10
659.09,0.58,SRR6316217_NODE_9_length_2878_cov_100.842366,top10
722.32,0.54,SRR6316217_NODE_9_length_2878_cov_100.842366,top10
812.11,0.51,SRR6316217_NODE_9_length_2878_cov_100.842366,top10
625.42,0.5,SRR6316217_NODE_9_length_2878_cov_100.842366,top10
946.0,0.5,SRR6316217_NODE_9_length_2878_cov_100.842366,top10
713.26,0.5,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
1000.39,0.48,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
841.43,0.47,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
1050.66,0.45,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
863.87,0.43,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
425.9,0.41,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
878.23,0.41,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
1050.44,0.41,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
1029.22,0.41,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
453.47,0.41,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
776.34,0.4,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
915.69,0.4,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
716.33,0.4,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
641.93,0.4,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
785.01,0.4,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
843.01,0.39,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
725.07,0.39,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
92.61,0.38,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
848.52,0.38,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
147.15,0.38,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
607.74,0.38,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
961.89,0.38,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
779.65,0.37,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
605.34,0.37,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
858.62,0.37,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
172.94,0.36,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
222.38,0.36,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
670.49,0.36,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
1051.02,0.36,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
472.93,0.35,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
866.91,0.35,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
1098.55,0.35,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
770.81,0.35,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
1035.91,0.35,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
842.31,0.34,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
661.46,0.33,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
895.75,0.33,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
1010.21,0.33,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
541.79,0.33,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
747.81,0.33,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
978.83,0.32,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
743.48,0.31,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
672.84,0.31,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
372.83,0.3,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
935.73,0.3,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
935.05,0.3,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
340.96,0.3,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
923.52,0.28,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
750.35,0.27,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
773.41,0.26,SRR6316217_NODE_9_length_2878_cov_100.842366,bot90
12.94,0.52,SRR2037083_NODE_1656_length_2501_cov_4.233851,top10
12.9,0.51,SRR2037083_NODE_1656_length_2501_cov_4.233851,top10
9.53,0.5,SRR2037083_NODE_1656_length_2501_cov_4.233851,top10
15.2,0.49,SRR2037083_NODE_1656_length_2501_cov_4.233851,top10
14.02,0.47,SRR2037083_NODE_1656_length_2501_cov_4.233851,top10
12.51,0.46,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
12.08,0.46,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
5.62,0.43,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
18.94,0.41,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
9.25,0.41,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
9.62,0.41,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
11.29,0.41,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
6.81,0.41,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
12.9,0.41,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
14.25,0.41,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
15.16,0.41,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
13.86,0.4,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
9.8,0.4,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
12.84,0.4,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
13.4,0.39,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
8.75,0.39,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
13.18,0.39,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
7.06,0.39,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
10.25,0.39,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
11.38,0.39,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
12.29,0.38,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
7.8,0.38,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
15.15,0.38,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
10.68,0.37,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
15.68,0.36,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
6.65,0.36,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
17.08,0.35,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
9.64,0.35,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
10.78,0.35,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
8.49,0.34,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
16.92,0.34,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
7.14,0.33,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
14.43,0.33,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
14.76,0.32,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
8.39,0.32,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
18.69,0.32,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
9.91,0.31,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
16.01,0.31,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
13.78,0.3,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
15.25,0.3,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
10.32,0.29,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
14.04,0.29,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
15.94,0.28,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
11.53,0.27,SRR2037083_NODE_1656_length_2501_cov_4.233851,bot90
929.11,0.75,SRR6316294_NODE_5_length_2979_cov_87.448358,top10
1132.77,0.73,SRR6316294_NODE_5_length_2979_cov_87.448358,top10
1055.57,0.73,SRR6316294_NODE_5_length_2979_cov_87.448358,top10
1811.96,0.73,SRR6316294_NODE_5_length_2979_cov_87.448358,top10
1697.65,0.7,SRR6316294_NODE_5_length_2979_cov_87.448358,top10
1539.03,0.67,SRR6316294_NODE_5_length_2979_cov_87.448358,top10
1462.04,0.65,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1841.26,0.64,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1376.06,0.63,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1189.57,0.63,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
3556.61,0.6,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
3344.01,0.59,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4290.78,0.58,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1527.93,0.57,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
3496.49,0.56,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1528.48,0.56,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1530.84,0.55,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4398.94,0.55,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4189.28,0.55,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1529.16,0.54,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
3928.96,0.53,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4508.96,0.53,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4151.06,0.52,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1522.04,0.52,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1321.38,0.51,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
848.65,0.51,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1815.72,0.5,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4140.4,0.49,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4347.6,0.49,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
2583.08,0.49,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1469.89,0.49,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4341.93,0.49,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1902.84,0.49,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4710.26,0.49,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
5500.77,0.46,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1278.35,0.45,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1242.02,0.45,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4583.55,0.45,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4911.05,0.45,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1230.72,0.44,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1333.09,0.44,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1824.56,0.44,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4425.82,0.44,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
5642.13,0.44,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1307.13,0.44,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1203.4,0.43,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1703.87,0.43,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
5043.56,0.43,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
2355.59,0.42,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
3626.45,0.42,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4362.68,0.42,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
1375.35,0.41,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4052.93,0.41,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
2920.22,0.4,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4253.08,0.39,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4945.79,0.38,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4349.88,0.31,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
4539.96,0.27,SRR6316294_NODE_5_length_2979_cov_87.448358,bot90
66.51,0.62,SRR6316270_NODE_10_length_2884_cov_25.665960,top10
41.83,0.55,SRR6316270_NODE_10_length_2884_cov_25.665960,top10
63.69,0.55,SRR6316270_NODE_10_length_2884_cov_25.665960,top10
32.8,0.49,SRR6316270_NODE_10_length_2884_cov_25.665960,top10
44.26,0.47,SRR6316270_NODE_10_length_2884_cov_25.665960,top10
36.23,0.45,SRR6316270_NODE_10_length_2884_cov_25.665960,top10
32.95,0.44,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
55.49,0.44,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
25.25,0.42,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
32.48,0.42,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
37.85,0.42,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
64.0,0.42,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
76.0,0.42,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
36.26,0.39,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
44.21,0.39,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
56.12,0.39,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
55.08,0.39,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
11.7,0.39,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
40.02,0.39,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
34.09,0.38,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
38.92,0.38,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
63.97,0.38,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
41.34,0.36,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
49.05,0.36,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
89.63,0.36,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
44.26,0.35,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
58.14,0.35,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
35.19,0.35,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
46.03,0.35,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
39.97,0.35,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
22.59,0.34,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
80.95,0.34,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
46.81,0.34,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
38.6,0.34,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
53.23,0.33,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
31.83,0.33,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
50.74,0.32,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
42.26,0.32,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
40.7,0.31,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
81.75,0.31,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
68.79,0.31,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
39.01,0.3,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
46.15,0.29,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
79.46,0.29,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
35.74,0.29,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
39.4,0.29,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
42.65,0.28,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
82.25,0.28,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
74.22,0.27,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
