ContigID,ContigLength,LogProbability,PredictionResult,ReferenceAcc,ReferenceLength,MostProbablyVirusName
DRR140165_NODE_31_length_3263_cov_10.585100,3263,98.5%,Partial,NC_038339.1,3312,"Torque teno virus 13 isolate TCHN-A Orf2 and Orf1 genes, complete cds"
DRR140165_NODE_38_length_3006_cov_9.291088,3006,83.0%,Partial,NC_026765.1,3621,"Simian torque teno virus 34 isolate VGA00120.1, complete genome"
DRR140165_NODE_41_length_2939_cov_34.928918,2939,78.2%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
DRR140165_NODE_49_length_2854_cov_18.827081,2854,87.7%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR7166790_NODE_13_length_3662_cov_6.588301,3662,98.0%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR7167018_NODE_55_length_3579_cov_86.450908,3579,95.8%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR7167018_NODE_56_length_3575_cov_139.847727,3575,95.1%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7167018_NODE_60_length_3471_cov_68.322892,3471,92.3%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7167010_NODE_6_length_2569_cov_9.571997,2569,91.7%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7167076_NODE_1_length_2823_cov_4.215318,2823,100.7%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7167030_NODE_11_length_3840_cov_73.389696,3840,137.0%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7166877_NODE_24_length_3132_cov_5.864153,3132,83.0%,Partial,NC_026764.1,3774,"Simian torque teno virus 33 isolate VWP00522.11, complete genome"
SRR7166877_NODE_44_length_2009_cov_15.385363,2009,53.4%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7166822_NODE_5_length_3790_cov_80.230522,3790,100.8%,Full-length,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7167078_NODE_60_length_3947_cov_36.576310,3947,105.0%,Full-length,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7167078_NODE_69_length_3587_cov_80.255096,3587,95.4%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7167078_NODE_70_length_3587_cov_40.278596,3587,95.4%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7167078_NODE_76_length_3490_cov_27.117322,3490,124.5%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7167078_NODE_86_length_3272_cov_51.069941,3272,87.0%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7167078_NODE_94_length_3150_cov_30.646204,3150,112.4%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7167078_NODE_98_length_3036_cov_80.675277,3036,118.2%,Full-length,NC_030650.1,2568,"Gorilla anellovirus isolate GorF ORF2 and ORF1 genes, complete cds; and nonfunctional ORF3 gene, complete sequence"
SRR7167078_NODE_100_length_3025_cov_78.103030,3025,80.5%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7167078_NODE_106_length_2933_cov_31.732453,2933,92.0%,Partial,NC_038359.1,3187,"Torque teno midi virus 12 DNA, complete genome, isolate: MDJN51"
SRR7167078_NODE_107_length_2931_cov_22.772601,2931,104.6%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7167078_NODE_110_length_2905_cov_8.075088,2905,101.2%,Full-length,NC_038346.1,2871,"Torque teno mini virus 11 isolate LIL-y2 ORF2, ORF1, and ORF3 genes, complete cds"
SRR7167078_NODE_112_length_2890_cov_50.232099,2890,103.1%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7167078_NODE_113_length_2881_cov_12.172328,2881,100.3%,Full-length,NC_038346.1,2871,"Torque teno mini virus 11 isolate LIL-y2 ORF2, ORF1, and ORF3 genes, complete cds"
SRR6316304_NODE_2_length_3647_cov_145.614699,3647,100.7%,Full-length,NC_026765.1,3621,"Simian torque teno virus 34 isolate VGA00120.1, complete genome"
SRR6316304_NODE_5_length_3549_cov_86.955924,3549,94.4%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316304_NODE_8_length_2960_cov_24.762823,2960,78.7%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316304_NODE_10_length_2940_cov_7.337262,2940,81.2%,Partial,NC_026765.1,3621,"Simian torque teno virus 34 isolate VGA00120.1, complete genome"
SRR6316259_NODE_1_length_3428_cov_151.636525,3428,91.8%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR6316209_NODE_21_length_3898_cov_133.309654,3898,103.7%,Full-length,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316209_NODE_22_length_3832_cov_93.900715,3832,102.6%,Full-length,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR6316209_NODE_24_length_3620_cov_170.080785,3620,96.9%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR6316209_NODE_27_length_3587_cov_56.054360,3587,96.0%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR6316209_NODE_30_length_3386_cov_67.234764,3386,90.6%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR6316209_NODE_32_length_3382_cov_47.680794,3382,93.4%,Partial,NC_026765.1,3621,"Simian torque teno virus 34 isolate VGA00120.1, complete genome"
SRR6316209_NODE_42_length_2949_cov_14.519005,2949,78.5%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316209_NODE_43_length_2939_cov_46.293689,2939,78.7%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR6316209_NODE_47_length_2906_cov_19.961768,2906,80.1%,Partial,NC_014073.1,3629,"Torque teno virus 28, complete genome"
SRR6316209_NODE_54_length_2757_cov_71.932272,2757,98.4%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316207_NODE_1_length_3739_cov_134.608306,3739,103.3%,Full-length,NC_026765.1,3621,"Simian torque teno virus 34 isolate VGA00120.1, complete genome"
SRR6316207_NODE_2_length_3601_cov_109.047377,3601,99.4%,Partial,NC_026765.1,3621,"Simian torque teno virus 34 isolate VGA00120.1, complete genome"
SRR6316207_NODE_4_length_3081_cov_6.231328,3081,80.7%,Partial,NC_014091.1,3818,"Torque teno virus 16, complete genome"
SRR6316207_NODE_7_length_2996_cov_25.170690,2996,82.7%,Partial,NC_026765.1,3621,"Simian torque teno virus 34 isolate VGA00120.1, complete genome"
SRR6316207_NODE_13_length_2455_cov_18.075000,2455,75.5%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR6316199_NODE_1_length_3219_cov_11.170670,3219,125.4%,Full-length,NC_030650.1,2568,"Gorilla anellovirus isolate GorF ORF2 and ORF1 genes, complete cds; and nonfunctional ORF3 gene, complete sequence"
SRR6316199_NODE_2_length_3002_cov_21.148965,3002,107.1%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316318_NODE_3_length_3701_cov_12.586396,3701,98.5%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316247_NODE_5_length_3782_cov_85.972900,3782,101.2%,Full-length,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR6316247_NODE_6_length_3313_cov_79.948435,3313,118.2%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316247_NODE_7_length_3312_cov_39.893460,3312,118.2%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037083_NODE_1299_length_2956_cov_74.297139,2956,105.5%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037084_NODE_1060_length_2186_cov_90.650868,2186,60.4%,Partial,NC_026765.1,3621,"Simian torque teno virus 34 isolate VGA00120.1, complete genome"
SRR2037084_NODE_1174_length_2002_cov_73.260914,2002,71.4%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037084_NODE_1170_length_2005_cov_86.154359,2005,71.5%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037084_NODE_1122_length_2090_cov_106.247666,2090,74.6%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037084_NODE_843_length_2569_cov_120.618536,2569,91.7%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037084_NODE_738_length_2859_cov_201.148003,2859,102.0%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037084_NODE_645_length_3100_cov_70.402299,3100,110.6%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037084_NODE_561_length_3458_cov_70.612107,3458,123.4%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037084_NODE_836_length_2591_cov_42.450315,2591,68.9%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR2037084_NODE_938_length_2421_cov_112.087489,2421,86.4%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037084_NODE_1018_length_2270_cov_112.797291,2270,81.0%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316241_NODE_4_length_3695_cov_28.177747,3695,131.8%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316209_NODE_40_length_3040_cov_108.131993,3040,108.5%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316209_NODE_38_length_3090_cov_100.966063,3090,110.2%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316307_NODE_8_length_2837_cov_77.074766,2837,101.2%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316257_NODE_24_length_2402_cov_38.764806,2402,85.7%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316270_NODE_13_length_2674_cov_9.095074,2674,95.4%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316270_NODE_10_length_2884_cov_25.665960,2884,102.9%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316298_NODE_12_length_3080_cov_91.942149,3080,109.9%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316298_NODE_13_length_3073_cov_96.504307,3073,109.6%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316298_NODE_20_length_2793_cov_3.283784,2793,99.6%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316298_NODE_23_length_2579_cov_13.225040,2579,92.0%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316298_NODE_30_length_2179_cov_5.241996,2179,77.7%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316298_NODE_26_length_2449_cov_12.883876,2449,87.4%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316286_NODE_8_length_2462_cov_134.302451,2462,87.8%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316286_NODE_6_length_2825_cov_25.510108,2825,100.8%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316233_NODE_32_length_2374_cov_4.364812,2374,84.7%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316233_NODE_15_length_2959_cov_142.645661,2959,105.6%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316240_NODE_2_length_3724_cov_116.537204,3724,132.9%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316240_NODE_27_length_2401_cov_73.482523,2401,85.7%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316240_NODE_24_length_2686_cov_15.265298,2686,95.8%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316231_NODE_1_length_3716_cov_91.620869,3716,132.6%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316217_NODE_3_length_3475_cov_86.058187,3475,124.0%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316245_NODE_12_length_2782_cov_11.342134,2782,99.3%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316245_NODE_13_length_2760_cov_66.080961,2760,98.5%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316245_NODE_3_length_3051_cov_111.323431,3051,108.8%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316245_NODE_18_length_2419_cov_11.156091,2419,86.3%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316203_NODE_17_length_2851_cov_30.766452,2851,101.7%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316203_NODE_14_length_2865_cov_79.112811,2865,102.2%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316207_NODE_3_length_3597_cov_46.462168,3597,128.3%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
DRR140166_NODE_96_length_2072_cov_54.308379,2072,73.9%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR8862005_NODE_16_length_2029_cov_205.534954,2029,72.4%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR8862005_NODE_5_length_3055_cov_110.440667,3055,109.0%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR8862005_NODE_13_length_2307_cov_176.821492,2307,82.3%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7166860_NODE_1_length_2940_cov_63.382322,2940,104.9%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR8862010_NODE_60_length_2506_cov_59.886577,2506,89.4%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR8862010_NODE_59_length_2509_cov_84.676447,2509,89.5%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR8862010_NODE_52_length_2568_cov_86.424990,2568,91.6%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
DRR140165_NODE_60_length_2497_cov_4.358313,2497,89.1%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
DRR140165_NODE_40_length_2982_cov_63.126751,2982,106.4%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037085_NODE_6632_length_2473_cov_18.833333,2473,76.0%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR2037085_NODE_6648_length_2470_cov_6.712629,2470,75.9%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR2037085_NODE_6706_length_2461_cov_80.141313,2461,75.7%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR2037085_NODE_6720_length_2457_cov_10.979184,2457,75.5%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR2037085_NODE_6794_length_2441_cov_14.093043,2441,75.0%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR2037085_NODE_7100_length_2367_cov_6.026384,2367,72.8%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR2037085_NODE_8987_length_2026_cov_14.149670,2026,62.3%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR2037083_NODE_1326_length_2925_cov_44.226132,2925,104.4%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037085_NODE_4998_length_2925_cov_88.376655,2925,104.4%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
DRR140166_NODE_60_length_2632_cov_8.199069,2632,93.9%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
DRR140166_NODE_99_length_2031_cov_6.637652,2031,62.4%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
DRR140164_NODE_18_length_2515_cov_14.467073,2515,77.3%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR7166790_NODE_18_length_2803_cov_47.978894,2803,86.2%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR7166883_NODE_12_length_2402_cov_65.199403,2402,73.8%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR7166752_NODE_1_length_2745_cov_20.236431,2745,84.4%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR7166772_NODE_78_length_2820_cov_9.428571,2820,86.7%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR7166991_NODE_18_length_2765_cov_16.967897,2765,85.0%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR7167026_NODE_12_length_2802_cov_63.408082,2802,86.1%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR6316241_NODE_7_length_2826_cov_72.388668,2826,86.9%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR6316203_NODE_9_length_3018_cov_80.558218,3018,92.8%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR6316270_NODE_12_length_2676_cov_4.975200,2676,82.3%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR6316221_NODE_11_length_3187_cov_7.182950,3187,109.6%,Full-length,NC_014089.1,2908,"Torque teno mini virus 5, complete genome"
SRR6316209_NODE_53_length_2761_cov_62.072432,2761,84.9%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR7167078_NODE_115_length_2863_cov_8.553419,2863,75.0%,Partial,NC_014091.1,3818,"Torque teno virus 16, complete genome"
SRR7167078_NODE_117_length_2845_cov_87.398925,2845,101.5%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7167078_NODE_119_length_2844_cov_9.391180,2844,99.1%,Partial,NC_038346.1,2871,"Torque teno mini virus 11 isolate LIL-y2 ORF2, ORF1, and ORF3 genes, complete cds"
SRR7167078_NODE_126_length_2732_cov_5.985058,2732,93.8%,Partial,NC_038347.1,2912,"Torque teno mini virus 12 isolate LIL-y3 ORF2, ORF1, ORF3, and ORF4 genes, complete cds"
SRR7167078_NODE_129_length_2717_cov_11.590158,2717,96.9%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7167078_NODE_133_length_2666_cov_33.724627,2666,95.1%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7167078_NODE_138_length_2635_cov_4.973643,2635,91.8%,Partial,NC_038346.1,2871,"Torque teno mini virus 11 isolate LIL-y2 ORF2, ORF1, and ORF3 genes, complete cds"
SRR7167078_NODE_139_length_2615_cov_32.800391,2615,89.7%,Partial,NC_025726.1,2914,"Torque teno mini virus ALA22, complete genome"
SRR7167078_NODE_144_length_2541_cov_30.696702,2541,87.7%,Partial,NC_014095.1,2897,"Torque teno mini virus 6, complete genome"
SRR7167078_NODE_148_length_2502_cov_16.600736,2502,76.9%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR7167078_NODE_150_length_2498_cov_79.879247,2498,76.8%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR7166766_NODE_46_length_3699_cov_77.451701,3699,98.4%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7166926_NODE_53_length_3661_cov_35.669994,3661,98.0%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR7166762_NODE_21_length_3612_cov_61.297442,3612,96.1%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7166762_NODE_22_length_3522_cov_35.503317,3522,93.7%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7166762_NODE_30_length_2873_cov_3.689141,2873,102.5%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7167022_NODE_78_length_3801_cov_97.524026,3801,100.7%,Full-length,NC_026764.1,3774,"Simian torque teno virus 33 isolate VWP00522.11, complete genome"
SRR7167022_NODE_112_length_2767_cov_4.774336,2767,98.7%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7166916_NODE_37_length_3040_cov_7.535008,3040,80.9%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7166916_NODE_38_length_3031_cov_12.832661,3031,81.1%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR7166916_NODE_41_length_2985_cov_39.165188,2985,82.4%,Partial,NC_026765.1,3621,"Simian torque teno virus 34 isolate VGA00120.1, complete genome"
SRR7166946_NODE_2_length_3467_cov_6.056272,3467,92.8%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR7166943_NODE_1_length_3711_cov_81.121718,3711,102.3%,Full-length,NC_014073.1,3629,"Torque teno virus 28, complete genome"
SRR7166884_NODE_17_length_3495_cov_108.462791,3495,124.7%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7166992_NODE_29_length_2753_cov_69.702743,2753,73.7%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR7166831_NODE_27_length_3692_cov_19.002750,3692,98.2%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7167031_NODE_75_length_2309_cov_66.908607,2309,61.9%,Partial,NC_014074.1,3729,"Torque teno virus 27, complete genome"
SRR7166961_NODE_44_length_3723_cov_26.549346,3723,99.0%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7166826_NODE_11_length_3553_cov_16.740995,3553,95.1%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR7166826_NODE_20_length_2511_cov_2.880700,2511,86.2%,Partial,NC_020498.1,2912,"TTV-like mini virus isolate TTMV_LY1, complete genome"
SRR7166826_NODE_23_length_2307_cov_7.345027,2307,82.3%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7166940_NODE_4_length_3638_cov_57.223835,3638,129.8%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7166824_NODE_10_length_3069_cov_7.016921,3069,81.6%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7166924_NODE_62_length_3639_cov_24.140625,3639,129.8%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7166769_NODE_89_length_3675_cov_81.935912,3675,98.6%,Partial,NC_014074.1,3729,"Torque teno virus 27, complete genome"
SRR7166769_NODE_99_length_3238_cov_63.412190,3238,99.5%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR7166769_NODE_103_length_3018_cov_41.243672,3018,80.8%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR7166769_NODE_106_length_2971_cov_5.852881,2971,79.0%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7166769_NODE_118_length_2722_cov_7.362955,2722,106.0%,Full-length,NC_030650.1,2568,"Gorilla anellovirus isolate GorF ORF2 and ORF1 genes, complete cds; and nonfunctional ORF3 gene, complete sequence"
SRR7166758_NODE_3_length_3623_cov_10.653868,3623,129.3%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7166865_NODE_11_length_2799_cov_13.776968,2799,74.9%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR7166851_NODE_3_length_3737_cov_21.990494,3737,133.3%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR7166770_NODE_76_length_3786_cov_81.768427,3786,100.3%,Full-length,NC_026764.1,3774,"Simian torque teno virus 33 isolate VWP00522.11, complete genome"
SRR7166791_NODE_72_length_3725_cov_81.930245,3725,99.1%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7166791_NODE_91_length_2982_cov_23.078579,2982,91.7%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR7166791_NODE_102_length_2664_cov_4.042162,2664,81.9%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR7167079_NODE_51_length_2529_cov_15.462005,2529,67.3%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR7167047_NODE_1_length_3772_cov_23.273070,3772,104.2%,Full-length,NC_026765.1,3621,"Simian torque teno virus 34 isolate VGA00120.1, complete genome"
SRR7166951_NODE_74_length_3231_cov_77.257557,3231,111.1%,Full-length,NC_014089.1,2908,"Torque teno mini virus 5, complete genome"
SRR7166956_NODE_273_length_2696_cov_9.297236,2696,71.7%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316257_NODE_1_length_3730_cov_82.653061,3730,99.2%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316257_NODE_2_length_3639_cov_106.760603,3639,129.8%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316257_NODE_3_length_3639_cov_85.776228,3639,96.8%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316257_NODE_4_length_3530_cov_85.716835,3530,125.9%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316257_NODE_6_length_3308_cov_82.280049,3308,91.2%,Partial,NC_014073.1,3629,"Torque teno virus 28, complete genome"
SRR6316257_NODE_8_length_3121_cov_93.873777,3121,83.5%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR6316257_NODE_11_length_3021_cov_122.907283,3021,80.4%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316257_NODE_13_length_3012_cov_94.086236,3012,80.6%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR6316257_NODE_15_length_2951_cov_24.847376,2951,114.9%,Full-length,NC_030650.1,2568,"Gorilla anellovirus isolate GorF ORF2 and ORF1 genes, complete cds; and nonfunctional ORF3 gene, complete sequence"
SRR6316257_NODE_16_length_2915_cov_109.848601,2915,76.3%,Partial,NC_014091.1,3818,"Torque teno virus 16, complete genome"
SRR6316257_NODE_17_length_2883_cov_8.485502,2883,76.7%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316257_NODE_18_length_2878_cov_79.112646,2878,79.3%,Partial,NC_014073.1,3629,"Torque teno virus 28, complete genome"
SRR6316257_NODE_20_length_2564_cov_98.375050,2564,91.5%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316257_NODE_22_length_2487_cov_40.159128,2487,88.7%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
